Holdings details

Total World Stock ETF (VT)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,BQ13Z04,Semirara Mining & Power Corp.,SCC,<0.01%,Coal & Consumable Fuels,PH,---,"$75,846.08","367,836"
,6410324,Tongda Group Holdings Ltd.,698,<0.01%,Electronic Components,CN,---,"$75,827.21","1,400,293"
,6557867,Malaysian Resources Corp. Bhd.,MRCB,<0.01%,Construction & Engineering,MY,---,"$75,816.69","667,900"
,BP3RJC7,Suzhou New District Hi-Tech Industrial Co. Ltd.,600736,<0.01%,Real Estate Development,CN,---,"$75,746.54","104,600"
,6243252,Hansen Technologies Ltd.,HSN,<0.01%,Application Software,AU,---,"$75,737.15","27,115"
,6483285,Kanagawa Chuo Kotsu Co. Ltd.,9081,<0.01%,Trucking,JP,---,"$75,719.03","2,000"
,6662006,Osaki Electric Co. Ltd.,6644,<0.01%,Electronic Equipment & Instruments,JP,---,"$75,689.08","13,000"
,BYQ3G35,Airtrip Corp.,6191,<0.01%,Internet & Direct Marketing Retail,JP,---,"$75,677.49","5,625"
,BZ0RDZ1,LIG Nex1 Co. Ltd.,079550,<0.01%,Aerospace & Defense,KR,---,"$75,652.91","2,755"
,B1WT346,Sun Pharma Advanced Research Co. Ltd.,SPARC,<0.01%,Pharmaceuticals,IN,---,"$75,603.62","32,065"
,BMVB2D2,ZheJiang Dali Technology Co. Ltd.,002214,<0.01%,Electronic Equipment & Instruments,CN,---,"$75,580.96","20,600"
,BF5CJ19,Integrated Holding Co. KCSC,INTEGRATED,<0.01%,Trading Companies & Distributors,KW,---,"$75,570.66","64,389"
,6324511,Evergreen International Storage & Transport Corp.,2607,<0.01%,Marine Ports & Services,TW,---,"$75,502.08","160,000"
,BKTQQK0,Suven Pharmaceuticals Ltd.,SUVENPHAR,<0.01%,Pharmaceuticals,IN,---,"$75,492.05","14,666"
,B79YDV3,Pavilion Real Estate Investment Trust,PAVREIT,<0.01%,Retail REITs,MY,---,"$75,427.03","203,500"
,B00P963,Kinik Co.,1560,<0.01%,Industrial Machinery,TW,---,"$75,411.53","36,000"
,6357733,Futaba Corp.,6986,<0.01%,Electrical Components & Equipment,JP,---,"$75,354.02","8,400"
,BYW5QV3,Shenzhen Kinwong Electronic Co. Ltd.,603228,<0.01%,Electronic Components,CN,---,"$75,351.69","15,300"
,BP3R682,Shanxi Lu'an Environmental Energy Development Co. Ltd.,601699,<0.01%,Coal & Consumable Fuels,CN,---,"$75,350.02","83,800"
,BFY8GS4,Shenzhen Sinovatio Technology Co. Ltd.,002912,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$75,328.69","7,520"
,BP3R5L8,Jinduicheng Molybdenum Co. Ltd.,601958,<0.01%,Diversified Metals & Mining,CN,---,"$75,324.52","86,200"
,BK9Y4S8,YAKUODO Holdings Co. Ltd.,7679,<0.01%,Drug Retail,JP,---,"$75,304.12","3,000"
,B3VZ220,China Zhongwang Holdings Ltd.,1333,<0.01%,Aluminum,CN,---,"$75,286.33","442,800"
,2277114,Republic Bancorp Inc./KY,RBCAA,<0.01%,Regional Banks,US,---,"$75,215.36","2,671"
,BZ0D1S8,Chifeng Jilong Gold Mining Co. Ltd.,600988,<0.01%,Gold,CN,---,"$75,181.68","28,900"
,6609445,Motech Industries Inc.,6244,<0.01%,Semiconductors,TW,---,"$75,177.71","56,134"
,B2NXWC5,IRB Infrastructure Developers Ltd.,IRB,<0.01%,Construction & Engineering,IN,---,"$75,163.68","48,800"
,BP3R455,Offshore Oil Engineering Co. Ltd.,600583,<0.01%,Oil & Gas Equipment & Services,CN,---,"$74,958.74","112,800"
,B8W3TV6,Just Dial Ltd.,JUSTDIAL,<0.01%,Interactive Media & Services,IN,---,"$74,958.66","14,505"
,BMTCW37,Chinadive Watersports Inc.,300526,<0.01%,Leisure Products,CN,---,"$74,940.17","5,200"
,6541978,Kuo Toong International Co. Ltd.,8936,<0.01%,Construction & Engineering,TW,---,"$74,925.90","127,374"
,6439578,Sourcenext Corp.,4344,<0.01%,Application Software,JP,---,"$74,894.18","24,700"
,6075068,Bando Chemical Industries Ltd.,5195,<0.01%,Industrial Machinery,JP,---,"$74,892.09","13,100"
,B1L2QW5,FlexiGroup Ltd./Australia,FXL,<0.01%,Consumer Finance,AU,---,"$74,834.04","96,019"
,6296706,Eagle Industry Co. Ltd.,6486,<0.01%,Auto Parts & Equipment,JP,---,"$74,811.48","9,900"
,6045878,Aoyama Trading Co. Ltd.,8219,<0.01%,Apparel Retail,JP,---,"$74,811.38","14,200"
,5700350,Palfinger AG,PAL,<0.01%,Construction Machinery & Heavy Trucks,AT,---,"$74,810.41","2,713"
,6456447,Ichikoh Industries Ltd.,7244,<0.01%,Auto Parts & Equipment,JP,---,"$74,693.01","17,000"
,B1HHF49,Kyoei Steel Ltd.,5440,<0.01%,Steel,JP,---,"$74,550.94","5,800"
,BP3R8M0,Zhejiang Conba Pharmaceutical Co. Ltd.,600572,<0.01%,Pharmaceuticals,CN,---,"$74,509.95","97,100"
,BDFLJY5,World Co. Ltd.,3612,<0.01%,Apparel Retail,JP,---,"$74,498.41","5,500"
,BD6QV09,Hangjin Technology Co. Ltd.,000818,<0.01%,Commodity Chemicals,CN,---,"$74,496.93","23,800"
,6929325,Senex Energy Ltd.,SXY,<0.01%,Oil & Gas Exploration & Production,AU,---,"$74,467.17","319,614"
,B0V9LR9,SPCG PCL,SPCG-F,<0.01%,Renewable Electricity,TH,---,"$74,454.55","120,600"
,BZ7PLF4,Karur Vysya Bank Ltd.,KARURVYSYA,<0.01%,Diversified Banks,IN,---,"$74,371.37","167,704"
,BD5CJN7,Zhejiang Wanfeng Auto Wheel Co. Ltd.,002085,<0.01%,Auto Parts & Equipment,CN,---,"$74,370.09","74,500"
,B73B053,Sansiri PCL,SIRI-F,<0.01%,Real Estate Development,TH,---,"$74,326.86","3,900,900"
,BD5M2F0,Beibuwan Port Co. Ltd.,000582,<0.01%,Marine Ports & Services,CN,---,"$74,312.28","51,700"
,BD5LVJ4,Huafu Fashion Co. Ltd.,002042,<0.01%,Textiles,CN,---,"$74,271.71","82,600"
,BYW5QM4,Guizhou Broadcasting & TV Information Network Co. Ltd.,600996,<0.01%,Cable & Satellite,CN,---,"$74,236.32","71,800"
,BP3R5J6,Bright Dairy & Food Co. Ltd.,600597,<0.01%,Packaged Foods & Meats,CN,---,"$74,181.41","30,100"
,6187877,BAIC BluePark New Energy Technology Co. Ltd.,600733,<0.01%,Automobile Manufacturers,CN,---,"$74,174.33","85,100"
,6640358,Nippon Chemi-Con Corp.,6997,<0.01%,Electronic Components,JP,---,"$74,155.93","5,500"
,BD5C9X7,Montnets Rongxin Technology Group Co. Ltd.,002123,<0.01%,Application Software,CN,---,"$74,123.11","31,300"
,BMTCVM9,Anhui Honglu Steel Construction Group Co. Ltd.,002541,<0.01%,Steel,CN,---,"$74,093.50","11,900"
,BFY8GN9,Double Medical Technology Inc.,002901,<0.01%,Health Care Equipment,CN,---,"$74,092.61","5,500"
,BJ7W0N4,Oshidori International Holdings Ltd.,622,<0.01%,Consumer Finance,HK,---,"$74,061.70","658,800"
,6804284,Shibusawa Warehouse Co. Ltd.,9304,<0.01%,Air Freight & Logistics,JP,---,"$74,025.23","3,300"
,BKRWS93,Cementir Holding NV,CEM,<0.01%,Construction Materials,IT,---,"$74,023.91","10,694"
,6276322,Dongwon Industries Co. Ltd.,006040,<0.01%,Packaged Foods & Meats,KR,---,"$74,009.36",415
,6268095,Infomedia Ltd.,IFM,<0.01%,Application Software,AU,---,"$73,961.31","63,237"
,BG139S0,Red Star Macalline Group Corp. Ltd.,601828,<0.01%,Real Estate Operating Companies,CN,---,"$73,946.12","52,250"
,4182249,CRH plc,CRG,<0.01%,Construction Materials,IE,---,"$73,901.02","2,038"
,BK1W1W3,Ratch Group PCL,RATCH-F,<0.01%,Independent Power Producers & Energy Traders,TH,---,"$73,869.15","46,400"
,BP3R1V0,Bright Real Estate Group Co. Ltd.,600708,<0.01%,Real Estate Development,CN,---,"$73,839.07","181,000"
,6175582,Stella Chemifa Corp.,4109,<0.01%,Diversified Chemicals,JP,---,"$73,804.20","2,600"
,6041962,Kourakuen Holdings Corp.,7554,<0.01%,Restaurants,JP,---,"$73,780.05","4,200"
,6771054,Samchully Co. Ltd.,004690,<0.01%,Gas Utilities,KR,---,"$73,775.22","1,099"
,6107422,Hankook Technology Group Co. Ltd.,000240,<0.01%,Auto Parts & Equipment,KR,---,"$73,739.51","5,128"
,6290355,Wah Lee Industrial Corp.,3010,<0.01%,Technology Distributors,TW,---,"$73,728.47","38,000"
,B05J4P4,World Holdings Co. Ltd.,2429,<0.01%,Human Resource & Employment Services,JP,---,"$73,685.33","3,700"
,6664723,OptoTech Corp.,2340,<0.01%,Semiconductors,TW,---,"$73,648.67","91,312"
,4347770,Fourlis Holdings SA,FOYRK,<0.01%,Homefurnishing Retail,GR,---,"$73,642.40","16,670"
,6156037,Huang Hsiang Construction Corp.,2545,<0.01%,Diversified Real Estate Activites,TW,---,"$73,619.81","55,000"
,BK94819,Joinn Laboratories China Co. Ltd.,603127,<0.01%,Life Sciences Tools & Services,CN,---,"$73,604.83","5,400"
,BD5CHK0,Dian Diagnostics Group Co. Ltd.,300244,<0.01%,Health Care Services,CN,---,"$73,594.08","12,600"
,BD5CPT5,Wens Foodstuffs Group Co. Ltd.,300498,<0.01%,Packaged Foods & Meats,CN,---,"$73,592.09","25,560"
,BYYLGL9,Atrae Inc.,6194,<0.01%,Interactive Media & Services,JP,---,"$73,575.18","2,500"
,BP3RJF0,Sino-Platinum Metals Co. Ltd.,600459,<0.01%,Precious Metals & Minerals,CN,---,"$73,521.11","22,800"
,BL61W63,Fibocom Wireless Inc.,300638,<0.01%,Communications Equipment,CN,---,"$73,519.37","8,300"
,B4LW1M1,KEPCO Engineering & Construction Co. Inc.,052690,<0.01%,Construction & Engineering,KR,---,"$73,518.97","5,282"
,6741411,Depo Auto Parts Ind Co. Ltd.,6605,<0.01%,Auto Parts & Equipment,TW,---,"$73,288.47","45,000"
,BFY8H70,Amoy Diagnostics Co. Ltd.,300685,<0.01%,Biotechnology,CN,---,"$73,281.76","6,500"
,BD5CK56,Grandjoy Holdings Group Co. Ltd.,000031,<0.01%,Real Estate Development,CN,---,"$73,235.77","107,100"
,BK717C6,Bear Electric Appliance Co. Ltd.,002959,<0.01%,Household Appliances,CN,---,"$73,176.56","4,000"
,6470599,OSJB Holdings Corp.,5912,<0.01%,Construction & Engineering,JP,---,"$73,130.90","31,300"
,6259806,DIO Corp.,039840,<0.01%,Health Care Equipment,KR,---,"$73,114.36","2,745"
,BK4XY35,Hangzhou Dptech Technologies Co. Ltd.,300768,<0.01%,Systems Software,CN,---,"$73,053.01","11,600"
,B1L5QH9,Rank Group plc,RNK,<0.01%,Casinos & Gaming,GB,---,"$72,910.14","60,828"
,6324618,Everlight Chemical Industrial Corp.,1711,<0.01%,Specialty Chemicals,TW,---,"$72,884.12","131,240"
,BD76164,Victory Giant Technology Huizhou Co. Ltd.,300476,<0.01%,Electronic Components,CN,---,"$72,870.30","24,200"
,6182861,Cahya Mata Sarawak Bhd.,CMSB,<0.01%,Construction Materials,MY,---,"$72,868.23","244,700"
,BYW5KK0,Holding Co. ADMIE IPTO SA,ADMIE,<0.01%,Electric Utilities,GR,---,"$72,788.06","26,431"
,B0L57X5,Ohara Inc.,5218,<0.01%,Electronic Components,JP,---,"$72,780.77","5,800"
,6985037,Yahagi Construction Co. Ltd.,1870,<0.01%,Construction & Engineering,JP,---,"$72,739.72","8,200"
,BK947M3,Tianjin 712 Communication & Broadcasting Co. Ltd.,603712,<0.01%,Communications Equipment,CN,---,"$72,737.59","11,000"
,BD5CCX8,Shanghai Kehua Bio-Engineering Co. Ltd.,002022,<0.01%,Biotechnology,CN,---,"$72,718.69","27,200"
,6804529,Sinanen Holdings Co. Ltd.,8132,<0.01%,Oil & Gas Refining & Marketing,JP,---,"$72,715.76","2,400"
,6439879,Hosokawa Micron Corp.,6277,<0.01%,Industrial Machinery,JP,---,"$72,701.21","1,400"
,BD5CGT2,Rastar Group,300043,<0.01%,Leisure Products,CN,---,"$72,580.43","122,700"
,BYZ0SJ7,Vision Inc./Tokyo Japan,9416,<0.01%,Integrated Telecommunication Services,JP,---,"$72,527.66","9,300"
,7571305,Schoeller-Bleckmann Oilfield Equipment AG,SBO,<0.01%,Oil & Gas Equipment & Services,AT,---,"$72,517.79","2,724"
,BDCX8Y7,RPA Holdings Inc.,6572,<0.01%,Advertising,JP,---,"$72,499.11","8,948"
,BD5LX32,Shanghai Yaoji Technology Co. Ltd.,002605,<0.01%,Leisure Products,CN,---,"$72,497.57","16,400"
,6740753,Ritek Corp.,2349,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$72,471.68","202,258"
,BL591D8,Bafang Electric Suzhou Co. Ltd.,603489,<0.01%,Leisure Products,CN,---,"$72,469.28","3,100"
,BD5CFD9,Beijing Orient National Communication Science & Technology Co. Ltd.,300166,<0.01%,Systems Software,CN,---,"$72,447.66","37,500"
,BF09MJ4,Crystal International Group Ltd.,2232,<0.01%,"Apparel, Accessories & Luxury Goods",HK,---,"$72,440.51","275,500"
,BD5CCZ0,YanTai Shuangta Food Co. Ltd.,002481,<0.01%,Packaged Foods & Meats,CN,---,"$72,405.95","32,900"
,BP3R7C3,Shenzhen Gas Corp. Ltd.,601139,<0.01%,Gas Utilities,CN,---,"$72,400.66","71,700"
,B681D63,FF Group,FFGRP,<0.01%,"Apparel, Accessories & Luxury Goods",GR,---,"$72,384.66","12,862"
,B0LR6C3,DCM Shriram Ltd.,DCMSHRIRAM,<0.01%,Diversified Chemicals,IN,---,"$72,374.73","14,632"
,BL61W74,Zhejiang Tianyu Pharmaceutical Co. Ltd.,300702,<0.01%,Pharmaceuticals,CN,---,"$72,342.21","5,400"
,BD5CK89,Westone Information Industry Inc.,002268,<0.01%,Electronic Equipment & Instruments,CN,---,"$72,325.72","26,500"
,BD5M197,Jiangsu Nhwa Pharmaceutical Co. Ltd.,002262,<0.01%,Pharmaceuticals,CN,---,"$72,318.16","32,000"
,BD3RR52,BCPG PCL,BCPG-F,<0.01%,Renewable Electricity,---,---,"$72,269.42","191,300"
,BFY8HK3,Blue Sail Medical Co. Ltd.,002382,<0.01%,Health Care Supplies,CN,---,"$72,233.97","20,400"
,B03MY66,Trakya Cam Sanayii AS,TRKCM,<0.01%,Building Products,TR,---,"$72,221.23","116,933"
,BYQDMJ3,Shenzhen Gongjin Electronics Co. Ltd.,603118,<0.01%,Communications Equipment,CN,---,"$72,131.41","41,300"
,6321051,Sung Kwang Bend Co. Ltd.,014620,<0.01%,Building Products,KR,---,"$72,117.04","13,269"
,B17KTT1,JDC Corp.,1887,<0.01%,Construction & Engineering,JP,---,"$72,070.17","12,200"
,2906786,Tupy SA,TUPY3,<0.01%,Auto Parts & Equipment,BR,---,"$72,066.99","23,300"
,BD5CD46,CSG Holding Co. Ltd.,000012,<0.01%,Construction Materials,CN,---,"$72,042.45","86,700"
,BYYD6Q0,Iskenderun Demir ve Celik AS,ISDMR,<0.01%,Steel,TR,---,"$72,028.37","77,436"
,2211747,Guararapes Confeccoes SA,GUAR3,<0.01%,"Apparel, Accessories & Luxury Goods",BR,---,"$71,984.90","29,000"
,6212564,Sebang Global Battery Co. Ltd.,004490,<0.01%,Auto Parts & Equipment,KR,---,"$71,983.87","3,049"
,BP3R5V8,Shenergy Co. Ltd.,600642,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$71,920.94","88,900"
,6212401,PC Depot Corp.,7618,<0.01%,Computer & Electronics Retail,JP,---,"$71,870.05","10,920"
,6184782,Central Security Patrols Co. Ltd.,9740,<0.01%,Security & Alarm Services,JP,---,"$71,832.72","2,119"
,B2Q63R3,SBS Media Holdings Co. Ltd.,101060,<0.01%,Broadcasting,KR,---,"$71,830.64","47,697"
,BWCH4B1,NS Shopping Co. Ltd.,138250,<0.01%,Internet & Direct Marketing Retail,KR,---,"$71,824.84","6,400"
,6176079,TA-I Technology Co. Ltd.,2478,<0.01%,Electronic Components,TW,---,"$71,805.41","30,750"
,6203234,Roo Hsing Co. Ltd.,4414,<0.01%,"Apparel, Accessories & Luxury Goods",TW,---,"$71,750.17","168,000"
,B4LVMD6,China South City Holdings Ltd.,1668,<0.01%,Real Estate Development,CN,---,"$71,747.21","778,000"
,6110497,Carnarvon Petroleum Ltd.,CVN,<0.01%,Oil & Gas Exploration & Production,AU,---,"$71,700.51","469,345"
,BXQ9584,Baozun Inc.,9991,<0.01%,Internet & Direct Marketing Retail,CN,---,"$71,687.15","6,859"
,BD96RV9,Fittech Co. Ltd.,6706,<0.01%,Semiconductor Equipment,TW,---,"$71,677.36","14,000"
,6826415,Shanghai Haixin Group Co.,900917,<0.01%,Pharmaceuticals,CN,---,"$71,650.48","210,800"
,4693194,Hornbach Baumarkt AG,HBM,<0.01%,Home Improvement Retail,DE,---,"$71,647.63","1,352"
,BMTCW48,Shenyang Xingqi Pharmaceutical Co. Ltd.,300573,<0.01%,Pharmaceuticals,CN,---,"$71,586.76","3,600"
,BFY8H14,Wuhan Jingce Electronic Group Co. Ltd.,300567,<0.01%,Electronic Equipment & Instruments,CN,---,"$71,583.75","9,400"
,BP3R4Q6,Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd.,600332,<0.01%,Pharmaceuticals,CN,---,"$71,567.94","16,100"
,5724048,Manitou BF SA,MTU,<0.01%,Construction Machinery & Heavy Trucks,FR,---,"$71,471.95","3,706"
,B1VD2Z3,Even Construtora e Incorporadora SA,EVEN3,<0.01%,Homebuilding,BR,---,"$71,393.68","35,991"
,BKXLD66,Fixstars Corp.,3687,<0.01%,Application Software,JP,---,"$71,380.99","6,600"
,BP3R585,Zhongjin Gold Corp. Ltd.,600489,<0.01%,Gold,CN,---,"$71,349.61","48,000"
,BD57ZT0,LianChuang Electronic Technology Co. Ltd.,002036,<0.01%,Electronic Components,CN,---,"$71,346.30","44,500"
,BFY8G73,Tianjin Guangyu Development Co. Ltd.,000537,<0.01%,Real Estate Development,CN,---,"$71,315.14","72,200"
,B03BJB3,Sun Frontier Fudousan Co. Ltd.,8934,<0.01%,Diversified Real Estate Activites,JP,---,"$71,271.57","8,500"
,BSBND71,Yangtze Optical Fibre and Cable Joint Stock Ltd. Co.,6869,<0.01%,Communications Equipment,CN,---,"$71,089.48","46,000"
,BFWRH57,MBK PCL,MBK-F,<0.01%,Real Estate Operating Companies,TH,---,"$71,048.72","185,300"
,BD5CL08,Sichuan Kelun Pharmaceutical Co. Ltd.,002422,<0.01%,Pharmaceuticals,CN,---,"$71,036.13","21,700"
,BMVB2J8,Shandong Dawn Polymer Co. Ltd.,002838,<0.01%,Commodity Chemicals,CN,---,"$71,018.80","17,200"
,BP3R745,Shandong Hi-speed Co. Ltd.,600350,<0.01%,Highways & Railtracks,CN,---,"$71,009.42","85,500"
,6646817,Nishat Mills Ltd.,NML,<0.01%,Textiles,PK,---,"$70,958.36","116,000"
,BP3R4V1,Sinolink Securities Co. Ltd.,600109,<0.01%,Investment Banking & Brokerage,CN,---,"$70,948.27","31,900"
,BFCCQX3,Shenzhen Yinghe Technology Co. Ltd.,300457,<0.01%,Industrial Machinery,CN,---,"$70,925.33","17,100"
,6539702,Halows Co. Ltd.,2742,<0.01%,Food Retail,JP,---,"$70,812.15","1,800"
,6587615,Michinoku Bank Ltd.,8350,<0.01%,Regional Banks,JP,---,"$70,755.28","5,500"
,6497941,Kurimoto Ltd.,5602,<0.01%,Steel,JP,---,"$70,717.41","3,900"
,BKDQ7Z8,Beijing Aosaikang Pharmaceutical Co. Ltd.,002755,<0.01%,Pharmaceuticals,CN,---,"$70,661.44","29,500"
,BD5CKN4,Tunghsu Optoelectronic Technology Co. Ltd.,000413,<0.01%,Electronic Components,CN,---,"$70,577.20","157,600"
,BGRDXR1,Bank of Zhengzhou Co. Ltd.,002936,<0.01%,Regional Banks,CN,---,"$70,562.70","128,150"
,B1GKL41,Great Eastern Shipping Co. Ltd.,GESHIP,<0.01%,Oil & Gas Storage & Transportation,IN,---,"$70,366.92","22,059"
,BHFHT96,Electricite de France SA,---,<0.01%,Electric Utilities,FR,---,"$70,363.60","6,661"
,BZ12WQ9,Sparebank 1 Oestlandet,SPOL,<0.01%,Diversified Banks,NO,---,"$70,306.46","7,478"
,BWV0563,Emira Property Fund Ltd.,EMI,<0.01%,Diversified REITs,ZA,---,"$70,299.65","204,487"
,BMTCVL8,Edifier Technology Co. Ltd.,002351,<0.01%,Consumer Electronics,CN,---,"$70,235.01","29,474"
,6805005,NS United Kaiun Kaisha Ltd.,9110,<0.01%,Marine,JP,---,"$70,234.27","5,100"
,BP3RGC6,Anhui Expressway Co. Ltd.,600012,<0.01%,Highways & Railtracks,CN,---,"$70,199.93","92,100"
,7144097,Biesse SPA,BSS,<0.01%,Industrial Machinery,IT,---,"$70,159.95","4,125"
,6145916,Korea Electric Terminal Co. Ltd.,025540,<0.01%,Electrical Components & Equipment,KR,---,"$70,153.96","1,823"
,6099938,Chambal Fertilizers and Chemicals Ltd.,CHAMBLFERT,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$70,142.53","32,741"
,B85H8C9,Alpek SAB de CV,ALPEKA,<0.01%,Commodity Chemicals,MX,---,"$70,134.55","100,700"
,6083135,Takamatsu Construction Group Co. Ltd.,1762,<0.01%,Construction & Engineering,JP,---,"$70,024.24","3,200"
,6422761,Harbin Electric Co. Ltd.,1133,<0.01%,Heavy Electrical Equipment,CN,---,"$70,023.90","246,000"
,BD83153,Hyosung Chemical Corp.,298000,<0.01%,Commodity Chemicals,KR,---,"$70,010.27",663
,6640262,Nihon Tokushu Toryo Co. Ltd.,4619,<0.01%,Auto Parts & Equipment,JP,---,"$69,973.24","7,500"
,BP3RGX7,Gansu Qilianshan Cement Group Co. Ltd.,600720,<0.01%,Construction Materials,CN,---,"$69,814.80","31,200"
,BD5CG69,Beijing Zhong Ke San Huan High-Tech Co. Ltd.,000970,<0.01%,Electronic Components,CN,---,"$69,680.17","51,400"
,B668PD7,Engro Fertilizers Ltd.,EFERT,<0.01%,Fertilizers & Agricultural Chemicals,PK,---,"$69,636.74","189,840"
,BMVB2S7,Shaanxi Construction Machinery Co. Ltd.,600984,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$69,593.62","22,200"
,BD5CHL1,Leo Group Co. Ltd.,002131,<0.01%,Advertising,CN,---,"$69,541.75","162,800"
,6716497,Taiflex Scientific Co. Ltd.,8039,<0.01%,Electronic Components,TW,---,"$69,485.95","40,800"
,6499163,Kyosan Electric Manufacturing Co. Ltd.,6742,<0.01%,Electronic Equipment & Instruments,JP,---,"$69,429.77","15,000"
,B2PG341,GCA Corp.,2174,<0.01%,Investment Banking & Brokerage,JP,---,"$69,391.47","10,800"
,BD5LQD3,Wuxi Boton Technology Co. Ltd.,300031,<0.01%,Interactive Home Entertainment,CN,---,"$69,370.48","21,400"
,BD5CQP8,CCOOP Group Co. Ltd.,000564,<0.01%,Department Stores,CN,---,"$69,325.42","148,500"
,BKM5C84,Precigen Inc.,PGEN,<0.01%,Biotechnology,US,---,"$69,300.00","19,800"
,BZ56LK4,Steinhoff International Holdings NV,SNH,<0.01%,Home Furnishings,ZA,---,"$69,292.61","1,654,648"
,BHQPST2,Keshun Waterproof Technologies Co. Ltd.,300737,<0.01%,Construction Materials,CN,---,"$69,282.26","20,100"
,B3V2W32,KAWADA TECHNOLOGIES Inc.,3443,<0.01%,Construction & Engineering,JP,---,"$69,279.43","1,500"
,6388238,Amuse Inc.,4301,<0.01%,Movies & Entertainment,JP,---,"$69,250.42","3,000"
,BKDQ7V4,Pangang Group Vanadium Titanium & Resources Co. Ltd.,000629,<0.01%,Steel,CN,---,"$69,220.93","228,000"
,6495860,Koa Corp.,6999,<0.01%,Electronic Components,JP,---,"$69,207.66","6,400"
,6569657,Marusan Securities Co. Ltd.,8613,<0.01%,Investment Banking & Brokerage,JP,---,"$69,188.23","16,100"
,BK4XYD5,Yusys Technologies Co. Ltd.,300674,<0.01%,IT Consulting & Other Services,CN,---,"$69,141.90","11,300"
,B4Q98Z9,Bangkok Life Assurance PCL,BLA-R,<0.01%,Life & Health Insurance,TH,---,"$68,983.72","123,500"
,BFFJRH2,Berry Genomics Co. Ltd.,000710,<0.01%,Biotechnology,CN,---,"$68,942.30","8,600"
,B3FKMY3,UEM Sunrise Bhd.,UEMS,<0.01%,Real Estate Development,MY,---,"$68,919.97","780,000"
,6136998,Rich Development Co. Ltd.,5512,<0.01%,Construction & Engineering,TW,---,"$68,856.58","208,000"
,BF16NP7,AbClon Inc.,174900,<0.01%,Biotechnology,---,---,"$68,829.68","2,468"
,B59VLC7,Direcional Engenharia SA,DIRR3,<0.01%,Homebuilding,BR,---,"$68,815.09","28,542"
,BD5CN57,Hubei Energy Group Co. Ltd.,000883,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$68,796.70","126,000"
,BF0VND1,Can Fin Homes Ltd.,CANFINHOME,<0.01%,Thrifts & Mortgage Finance,IN,---,"$68,782.34","12,149"
,2094788,Besalco SA,BESALCO,<0.01%,Construction & Engineering,CL,---,"$68,742.61","138,378"
,B8N9NW2,GeneReach Biotechnology Corp.,4171,<0.01%,Health Care Equipment,TW,---,"$68,736.52","11,000"
,B1Z69H9,New World Department Store China Ltd.,825,<0.01%,Department Stores,HK,---,"$68,720.39","435,000"
,6121983,IFCI Ltd.,IFCI,<0.01%,Specialized Finance,IN,---,"$68,707.17","842,125"
,BDVPYN5,Old Mutual Ltd.,OMU,<0.01%,Life & Health Insurance,ZA,---,"$68,687.10","111,435"
,BTFRHY1,Guangdong Ellington Electronics Technology Co. Ltd.,603328,<0.01%,Electronic Components,CN,---,"$68,663.48","53,100"
,B89X6B8,Suncity Group Holdings Ltd.,1383,<0.01%,Real Estate Development,HK,---,"$68,662.01","670,000"
,B63KM13,Tv Tokyo Holdings Corp.,9413,<0.01%,Broadcasting,JP,---,"$68,610.16","3,000"
,B9J4ZK0,Pegasus Hava Tasimaciligi AS,PGSUS,<0.01%,Airlines,TR,---,"$68,570.48","11,507"
,B2R3S78,Esso Thailand PCL,ESSO-F,<0.01%,Oil & Gas Refining & Marketing,TH,---,"$68,537.30","357,200"
,BD580D2,Guangdong Create Century Intelligent Equipment Corp. Ltd.,300083,<0.01%,Consumer Electronics,CN,---,"$68,502.42","49,700"
,6250296,Enplas Corp.,6961,<0.01%,Electronic Components,JP,---,"$68,499.02","3,200"
,6389435,Guangdong Provincial Expressway Development Co. Ltd.,200429,<0.01%,Highways & Railtracks,CN,---,"$68,474.83","129,300"
,6351597,Formosan Rubber Group Inc.,2107,<0.01%,Commodity Chemicals,TW,---,"$68,372.60","99,890"
,BFF1Z07,Shanghai AtHub Co. Ltd.,603881,<0.01%,Internet Services & Infrastructure,CN,---,"$68,179.12","6,100"
,6249498,Dae Han Flour Mills Co. Ltd.,001130,<0.01%,Packaged Foods & Meats,KR,---,"$68,176.86",505
,BP3R9X8,Zhejiang Medicine Co. Ltd.,600216,<0.01%,Pharmaceuticals,CN,---,"$68,135.97","31,000"
,BJVSF22,Daikyonishikawa Corp.,4246,<0.01%,Auto Parts & Equipment,JP,---,"$68,107.96","12,800"
,6014027,Alkane Resources Ltd.,ALK,<0.01%,Gold,AU,---,"$67,985.46","65,872"
,BP3RBS7,Guangzhou Baiyun International Airport Co. Ltd.,600004,<0.01%,Airport Services,CN,---,"$67,985.12","33,900"
,BD5LTB2,Zhejiang Xianju Pharmaceutical Co. Ltd.,002332,<0.01%,Pharmaceuticals,CN,---,"$67,965.70","30,100"
