"PMID","Title","Abstract","Authors","Journal","PubDate","MeSH_Terms"
"39360092","Functional Outcome in Obese Patients Undergoing Image-Based Cruciate Retaining Robotic-Assisted Total Knee Arthroplasty Using the Subvastus Approach: A Short-Term Study.","Introduction Knee osteoarthritis (OA) is a prevalent degenerative joint disease that significantly affects quality of life, especially among obese and morbidly obese individuals. Total knee arthroplasty (TKA) is an effective treatment for end-stage OA, but it presents unique challenges in obese patients. The mini-subvastus approach (SA) and robotic-assisted TKA (RA-TKA) are emerging techniques that may address these challenges. This study evaluates the clinical and radiological outcomes of cruciate-retaining (CR) RA-TKA using the mini-subvastus approach in obese and morbidly obese patients. Methods This study included 114 obese patients (215 knees) with primary OA who underwent CR RA-TKA (Maxx Meril CR knee, USA) using the Cuvis Joint® robotic system. Patients had a BMI of ≥30 kg/m² (n=101) and morbid obesity with a BMI ≥40 kg/m² (n=13). Preoperative planning involved CT scans and the J-planner for optimal implant size and positioning. Surgery was performed without tourniquets, and patients were mobilized postoperatively. Clinical outcomes were assessed using visual analog scale (VAS) scores and the American Knee Society Score (AKSS) at three and six months. Results The study included 85 females and 29 males with an average age of 61.8 years. Satisfactory knee exposure was achieved in all cases using SA, with no major complications such as wound infections, deep vein thrombosis, or component misalignment. Intraoperative challenges were managed effectively, including two cases of medial collateral ligament avulsion and one partial patellar tendon avulsion. Postoperative VAS scores showed significant pain reduction from pre-op (6.54) to post-op day 3 (1.3). AKSS improved from a pre-op average of 33.9 to 70.7 at three months and 80.9 at six months. Most patients (80%) achieved exceptional range of motion (ROM) ≥120° at six months. Discussion The mini-subvastus approach in RA-TKA offers several advantages, including reduced postoperative pain, faster recovery, and improved quadriceps strength, even in obese patients. The use of robotic assistance ensures accurate component positioning and alignment, mitigating the challenges typically associated with obese patients undergoing TKA. Conclusion The study demonstrates the feasibility and effectiveness of CR RA-TKA using the mini-subvastus approach in obese and morbidly obese patients. This technique provides adequate exposure, reduces pain, and promotes early mobilization and recovery with satisfactory clinical and radiological outcomes. The findings support the potential for wider adoption of this approach in managing knee OA in obese populations, though further studies with longer follow-up are warranted.","Sujoy K Bhattacharjee, Arghya Kundu Choudhury, Swapnil Priyadarshi, Avijeet Prasad, Akhil Ahlawat","Cureus","2024Sep",NA
"39360060","Evaluation and Risk Factor Analysis of Post-tonsillectomy Hemorrhage in an Adult Population: An Experience From a National Ear, Nose, and Throat (ENT) Center in Georgia.","Tonsillectomy, a common surgical procedure for removing the palatine tonsils, is frequently performed in the otorhinolaryngology department. Tonsillectomy, with or without adenoidectomy, is considered a straightforward operation. However, serious complications, such as post-tonsillectomy hemorrhage, can complicate the recovery period. The research aims to analyze and estimate the factors associated with postoperative bleeding in the adult Georgian population. We conducted a cross-sectional study. The data was collected retrospectively from the medical records of adult patients aged 18 years and older, who underwent tonsillectomy in 2022 and 2023 at the National Center of Otorhinolaryngology, Japaridze-Kevanishvili Clinic, in Georgia. We performed univariate analysis using binary logistic regression and multivariate logistic regression analysis and calculated odds ratio (OR) to identify factors associated with postoperative bleeding among patients with tonsillectomy. A p-value of <0.05 was considered statistically significant. A total of 778 adult patients with tonsillectomy were included in the study. Post-tonsillectomy hemorrhage occurred in 14.7% (n=114) of cases, with primary bleeding observed in 8.1% (n=63) of patients and secondary bleeding in 6.6% (n=51) of cases. The highest incidence of bleeding was observed on days 1 (8.1%, n=63) and 7 (1.3%, n=10). The statistical analysis revealed a statistically significant association between post-tonsillectomy hemorrhage and several factors: smoking status (OR=10.1, 95% CI: 6.1-16.7, p<0.001) and having a body mass index (BMI) greater than 25 (OR=3.6, 95% CI: 2.1-6.1, p<0.001). The study confirmed several significant risk factors, including smoking and higher BMI, that are associated with an increased risk of bleeding among patients, undergoing tonsillectomy. Further research is needed to validate these findings in the Georgian population.","Nino Besiashvili, Irina G Datikashvili-David, Tatia Gakharia","Cureus","2024Sep",NA
"39360017","Insulin Resistance Surrogates May Predict HTN-HUA in Young, Non-Obese Individuals.","To compare the associations of three surrogate markers of insulin resistance (IR) [glucose and triglycerides (TyG index), TyG index with BMI (TyG-BMI), and the ratio of triglycerides divided by HDL-C (TG/HDL-C)] with hypertensive patients (HTN) plus hyperuricemia (HUA) (HTN-HUA) in young, non-obese individuals. Data from a cross-sectional epidemiological study of an annual health check-up population aged younger than 66 years were used to calculate the three IR surrogate indexes. The association with HTN-HUA and insulin resistance surrogates was examined with multinomial logistic regression and a receiver operating characteristic (ROC) curve. A total of 6952 participants were included, including 671 (9.65%) participants with HTN alone, 272 (3.91%) participants with HUA alone, and 62 (0.90%) participants with HTN and HUA. Binary multiple-logistic regression results showed that TG/HDL-C was significantly correlated with HTN, HUA, and HTN-HUA. Compared with the lowest quartile, the odds ratios (95% CI) of the highest quartile of TG/HDL-C for HTN-HUA were 3.462 (1.138~10.530). TG/HDL-C and TyG-BMI had moderate discriminative abilities for HTN-HUA, and the area under the curve was 0.748 (0.682~0.815), 0.746 (0.694~0.798). Our study suggests that TG/HDL-C had a significant correlation with HTN-HUA and that TG/HDL-C had moderate discriminative abilities for HTN-HUA.","Yu-Qiang Zuo, Zhi-Hong Gao, Yu-Ling Yin, Xu Yang, Xing Guan, Ping-Yong Feng","Diabetes, metabolic syndrome and obesity : targets and therapy","2024",NA
"39359864","Polypharmacy and potentially inappropriate medicine use in older adults with cancer: a multicenter cross-sectional study in Northwest Ethiopia oncologic centers.","Most patients with cancer have comorbid conditions that necessitate advanced medical treatment. Polypharmacy (PP) and potentially inappropriate medicine (PIM) use is common among older adult patients with cancer. Not much research has been conducted on PP and PIM use among older adult patients with cancer in Ethiopian oncology centers. Therefore, this study aimed to evaluate the prevalence and determinants of PP and PIM use among older adults with cancer in Northwest Ethiopia oncology centers using the American Geriatrics Society (AGS) 2019 updated Beers criteria. This multicenter cross-sectional study was conducted among older adult patients with cancer from July 15-December 30, 2023 in Northwest Ethiopian oncology centers. The use of at least one drug included in the 2019 Beers criteria revisions was classified as potentially inappropriate medication use. To identify the factors influencing PP and PIM use, logistic regression analysis was performed. Of the 310 samples aproched, 305(98.4% response rate) participated in the study. The prevalence of PP and PIM use were 70.2% (95% CI 64.9-75.1) and 63.0% (95% CI 57.4-68.8) respectively. Being female AOR:3.6; 95% CI:1.7-7.8; p =  0. 001, advanced age [(70-74 years) AOR:3.9; 95% CI:1.2-6.7; p =  0.046 and ≥75 years AOR:3.8; 95% CI:1.7-8.4; p =  0.0028], abnormal body weight (underweight AOR:5.5; 95% CI:1.5-9.6; p =  0.019, overweight AOR:5.1; 95% CI:1.5-7.3; p = 0.01 and obese AOR:5.6; 95% CI:1.5-9.3; p = 0.021) and comorbidities AOR:3.5; 95% CI:1.7-8.3; p =  0.0032 were statistically significant factors for PP. Advanced age [(70-74 years) AOR:5.5; 95% CI:1.4-9.8; p =  0.015 and ≥75 years AOR:3.3; 95% CI:1.5-7.1; p = 0.002)] and polypharmacy; AOR:7; 95% CI:3.4-9.4; p = 0.001 were statistically significant factors for PIM use. Polypharmacy and potentially inappropriate medicine use were prevalent among older adult patients with cancer. Ensuring safe medicines prescription practices for older patients with cancer requires understanding the issue, stopping unwarranted treatment, and replacing it with less toxic, age-appropriate medicines.","Samuel Agegnew Wondm, Tilaye Arega Moges, Samuel Berihun Dagnew, Fisseha Nigussie Dagnew, Tirsit Ketsela Zeleke, Rahel Belete Abebe, Endalamaw Aschale Mihrete, Fasil Bayafers Tamene","Journal of pharmaceutical policy and practice","2024",NA
"39359768","Male breast cancer: a 32-year retrospective analysis in radiation therapy referral center in northern Iran.","Breast cancer commonly occurs in women, and male breast cancer makes up less than 1% of all cases of breast cancer. The limited prevalence of male breast cancer has led to decreased attention being paid to this condition, resulting in its diagnosis occurring at later ages and at more severe disease stages. This study evaluates the demographic and clinicopathological characteristics of male patients diagnosed with breast cancer who visited the northern region of Iran from 1992 to 2023. This descriptive study reviewed data from 58 cases of male breast cancer between 1992 and 2023. The study aimed to examine and describe the information connected to these patients. The data were analyzed with SPSS.22 set at P value less than 0.05. The mean age of the patients examined was 62.10±13.40 years, while their mean BMI was 27.08±4.95. The study found no statistically significant correlation between BMI with stage and kinds of recurrence, including metastasis and local recurrence (P>0.05). The right and left breast involvement rates were equal (48.28%) in 28 cases, and 2 cases (3.40%) had bilateral involvement. The bone was the predominant site of metastasis, accounting for 69.23% of cases. The analysis revealed no significant correlation between stage and metastasis (P=1.000) or local recurrence (P=0.543). Most metastasis and all the local recurrence were observed in stages 3 and 4. Male breast cancer mainly occurs in older age and is diagnosed in the advanced stages of the disease. Therefore, it is recommended to inform men and develop suitable screening programs, especially in high-risk families.","Mahboobeh Asgharian, Dariush Moslemi, Hossein-Ali Nikbakht, Mohammad-Ali Jahani, Ali Bijani, Hakimeh Mehdizadeh","Annals of medicine and surgery (2012)","2024Oct",NA
"39359759","Prevalence, impact and associated factors of abnormal preoperative investigation result in patients undergoing surgery in Dilla University referral hospital: cross-sectional study.","As one domain of preoperative assessment, preoperative investigations are often ordered to evaluate patient's medical condition for risk stratification and assessing patient status to undergoing surgery. Despite the fact that laboratory testing can assist in ensuring the best possible preoperative condition, routine screening examinations have a number of drawbacks. Although there are evidence-based recommendations for which investigations should be done, the tradition of routine preoperative testing is still prevalent and clinical practice with abnormal results detected varies. Institution-based cross-sectional study design was conducted from 1 November to January at Dilla University Referral Hospital. Data was collected from complete pre-anaesthesia check-up sheets, investigations already done. It was collected at the individual level by using, closed-ended self-guided questionnaire. The collected data was entered, cleaned, edited and checked using SPSS version 26 for data processing and analysis. Logistic regression was performed to examine the impacts of abnormal preoperative investigation results and summarised by using tables and figures. An Adjusted odds ratio with 95% CI was computed to determine the level of significance. Data of 208 patients (65.9 female) with mean±standard deviation age 30.83±15.340 years and 22.59±2.99 BMI were analysed. Patients were mostly American Society of Anaesthesiologists I and II underwent National Institute of Clinical and Health Excellence Grade 2 surgeries and surgical shape class 3. Totally, 178 (44.5%) test results were abnormal. CBC is the most detected abnormal result. Only 15 (3.75%) abnormalities had an impact in terms of delay, further investigations, and surgical technique. Comorbidity (AOR 7.982, 95% CI, P=0.041), medication history (AOR 1.463, 95% CI, P=0.013), ASA physical status II (AOR 3.287, 95% CI, P=0.029) and history of smoking (AOR 1.577, 95% CI, P=0.049) were factors which was significantly associated with abnormal preoperative investigation result. Only 0.6% of all tests had a significant impact in terms of changing perioperative anaesthetic management. The significant impact of abnormal investigation result noticed was delayed surgery.","Adamu Tesfaye, Robel Mesfine, Zenebe Bekele, Gemechu Mesgebu","Annals of medicine and surgery (2012)","2024Oct",NA
"39359722","Differential lipid signaling from CD4+ and CD8+ T cells contributes to type 1 diabetes development.","We reported that Ca2+-independent phospholipase A2β (iPLA2β)-derived lipids (iDLs) contribute to type 1 diabetes (T1D) onset. As CD4+ and CD8+ T cells are critical in promoting β-cell death, we tested the hypothesis that iDL signaling from these cells participates in T1D development. CD4+ and CD8+ T cells from wild-type non-obese diabetic (NOD) and NOD.iPLA2β+/- (NOD.HET) mice were administered in different combinations to immunodeficient NOD.scid. In mice receiving only NOD T cells, T1D onset was rapid (5 weeks), incidence 100% by 20 weeks, and islets absent. In contrast, onset was delayed 1 week and incidence reduced 40%-50% in mice receiving combinations that included NOD.HET T cells. Consistently, islets from these non-diabetic mice were devoid of infiltrate and contained insulin-positive β-cells. Reduced iPLA2β led to decreased production of proinflammatory lipids from CD4+ T cells including prostaglandins and dihydroxyeicosatrienoic acids (DHETs), products of soluble epoxide hydrolase (sEH), and inhibition of their signaling decreased (by 82%) IFNγ+CD4+ cells abundance. However, only DHETs production was reduced from CD8+ T cells and was accompanied by decreases in sEH and granzyme B. These findings suggest that differential select iDL signaling in CD4+ and CD8+ T cells contributes to T1D development, and that therapeutics targeting such signaling might be considered to counter T1D.","Tayleur D White, Abdulaziz Almutairi, Ying Gai-Tusing, Daniel J Stephenson, Benjamin D Stephenson, Charles E Chalfant, Xiaoyong Lei, Brian Lu, Bruce D Hammock, Teresa P DiLorenzo, Sasanka Ramanadham","Frontiers in immunology","2024","Animals; Diabetes Mellitus, Type 1; CD8-Positive T-Lymphocytes; Mice, Inbred NOD; Mice; CD4-Positive T-Lymphocytes; Signal Transduction; Insulin-Secreting Cells; Group VI Phospholipases A2; Lipid Metabolism; Mice, SCID; Female"
"39359454","Residual kidney function and sleep quality in hemodialysis patients.","Sleep disorders frequently affect end-stage renal disease patients on dialysis. However, the relationship between sleep quality and residual kidney function is still unclear. Therefore, this study aimed to investigate this relationship. In this analytical cross-sectional study, 225 patients who were referred to dialysis centers were studied, and based on renal function, they were classified into two groups with and without residual kidney function. The study employed the Pittsburgh Sleep Quality Index questionnaire to evaluate sleep quality. Multiple linear regression was utilized to determine the factors affecting sleep quality with a significance level consideration at p<0.05. The mean age of patients was 58.23 ± 13.50 years. 58.7% of patients were males. The problem of serious and very serious sleep in the Sleep latency and sleep duration has been more than other components. 72% of hemodialysis patients had poor sleep quality. In the multiple linear regression model, age (β = 0.442, 95% CI: 0.096, 0.788), sex (β = -0.847, 95% CI: -1.641, -0.054), Body mass index (β = 0.153, 95% CI: 0.058, 0.249) and dialysis duration (β = 0.097, 95% CI: 0.002, 0.192) were independently and significantly associated with sleep quality score. However, there was no statistically significant relationship between sleep quality and residual kidney function. In conclusion, poor sleep quality is very common in patients undergoing hemodialysis. Therefore, sleep disorders in hemodialysis patients should be considered as one of the most challenging problems by healthcare providers, and early diagnosis and intervention are essential to improve sleep quality.","Elham Ramezanzade, Masoud Khosravi, Alireza Jafarinezhad, Sepideh Sadeghi Dehbane, Mirsaeed Attarchi","Caspian journal of internal medicine","2024Fall",NA
"39359449","Thyroid function tests in overweight and obese children and adolescents with and without non-alcoholic fatty liver disease.","Hypothyroidism can play an important role in the development of non-alcoholic fatty liver disease (NAFLD). This study compared the thyroid function tests in overweight and obese children and adolescents with and without NAFLD. This case-control study was conducted on 100 children and adolescents aged 4-18 years who referred to the endocrinology clinic of Amirkola Children's Hospital, Babol, Iran in 2021. 42 obese and overweight children with NAFLD were considered as case group and 56 persons without NAFLD as control group. They were selected after physical examination and body mass index (BMI) assessment. Then, TSH, T4, FBS, lipid profile, 25(OH) vit D3 (VD), AST and ALT levels were measured. Abdominal ultrasound was performed to survey fatty liver. T-test and Chi-score were used for analysis and p< 0.05 was considered significant. The mean age in both group was 11.63±2.55 and 10.07±2.61 years, respectively (P=0.004). Hypothyroidism was not seen in the groups. Two groups in terms of mean TSH (P=0.92), T4 (P=0.87), FBS (P=0.33), cholesterol (P=0.44), LDL (P=0.35), VD (P=0.07) had no significant difference. However, difference was found between the two groups in terms of the mean level of AST (P=0.003), ALT (P=0.001), TG (P=0.02), HDL (P=0.01) and BMI (P0.001). This study showed that the mean level of thyroid hormones in both groups did not have significant difference and hypothyroidism was not seen. Other studies with larger sample size and longer periods of time are suggested.","Armineh Barzegar, Morteza Alijanpour, Mohammadreza Esmaeili Dooki, Soraya Khafri, Haj Ghorban Nooreddini, Mohammad Pournasrollah, Pouria Alijanpour","Caspian journal of internal medicine","2024Fall",NA
"39359443","Serum lipid profile in adolescents and adults with acne vulgaris receiving isotretinoin.","Acne vulgaris is a chronic, inflammatory disease and one of the most common skin diseases. Isotretinoin is the best treatment for severe nodulocystic acne compared to other systemic medicine. Although serum lipids elevation is one of the side effects of this medicine; recent studies have shown controversial results. This study aimed to assess the serum lipid profile in adolescents and adults with acne vulgaris receiving isotretinoin. This is a cross-sectional study on 65 adolescents and adults older than 16 years old (55 females and 10 males) with moderate to severe degrees of acne vulgaris under a fixed low dose of 20 mg/day Isotretinoin treatment for 120 days. We analyzed the data using the SPSS software Version 16 using paired sample t-test, Wilcoxon, and ANCOVA test. In this study, 65 records of patients with a mean age of 22.21±6.25 years were assessed. There was a significant elevation in Cholesterol and LDL levels, but in HDL and triglyceride levels no significant change occurred. A significant change in cholesterol levels was noticed in the adolescent age group, the female sex, and the normal weight group. Triglyceride had a significant change in the female sex and normal weight group and HDL significantly increased in male patients. Although a low dose of isotretinoin can be used with minimal concern for changes in lipid profile in acne vulgaris patients, in the long-term follow-up and treatment, it seems that we have to administer it cautiously.","Kaveh Gharaei Nejad, Abbas Darjani, Narges Alizadeh, Seyede Tahoura Hakemzadeh, Afagh Hassanzadeh Rad, Ehsan Kazemnejad-Leili, Reyhaneh Ghadarjani, Hojat Eftekhari, Rana Rafiei, Setila Dalili","Caspian journal of internal medicine","2024Fall",NA
"39359440","Factors affecting blood sugar changes in diabetic patients using a three-level model in analysis of longitudinal data.","Diabetes, a currently threatening disease, has severe consequences for individuals' health conditions. The present study aimed to investigate the factors affecting the changes in the longitudinal outcome of blood sugar using a three-level analysis with the presence of missing data in diabetic patients. A total of 526 diabetic patients were followed longitudinally selected from the annual data collected from the rural population monitored by Tonekabon health centers in the North of Iran during 2018-2019 from the Iranian Integrated Health System (SIB) database. In analyzing this longitudinal data, the three-level model (level 1: observation (time), level 2: subject, level 3: health center) was carried out with multiple imputations of possible missing values in longitudinal data. Results of fitting the three-level model indicated that every unit of change in the body mass index (BMI) significantly increased the fasting blood sugar by an average of 0.5 mg/dl (p=0.024). The impact of level 1 (observations) was insignificant in the three-level model. Still, the random effect of level 3 (healthcare centers) showed a highly significant measure for health centers (14.62, p<0.001). The BMI reduction, the healthcare centers' socioeconomic status, and the health services provided have potential effects in controlling diabetes.","Tahereh Rohani, Karimollah Hajian-Tilaki, Mahmoud Hajiahmadi, Behzad Heidari, Natali Rahimi Rahimabadi, Zahra Geraili","Caspian journal of internal medicine","2024Fall",NA
